"wp_product_id","description"
"814750","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"815423","acces la spectacol+petrecere"
"815425","acces la spectacol+petrecere"
"815430","acces la spectacol+petrecere"
"816105","reducere pana pe 02.03.2026"
"816111","reducere pana pe 02.03.2026"
"816123","reducere pana pe 02.03.2026"
"816944","reducere primele bilete"
"817049","reducere primele bilete"
"818340","reducere primele abonamente"
"819480","acest bilet Nu asigura loc la masa"
"820386","Reducere primele bilete"
"820396","Se adauga in cos multiplu de 10 "
"820888","la acces se prezinta act doveditor"
"820895","reducere pana pe 08 martie"
"821115","locuri in capatul salii"
"821140","Pretul afisat este per bilet. Adauga in cos multiplu de 2"
"821170","reducere pana pe 31.03.26"
"821376","reducere primele bilete"
"821489","reducere primele bilete"
"821869","reducere pana pe 01.03.26"
"821876","reducere pana pe 01.03.26"
"821878","reducere pana pe 01.03.26"
"822095","reducere pana pe 22 aprilie 2026"
"822099","reducere pana pe 22 aprilie 2026"
"822109","reducere pana pe 22 aprilie 2026"
"822177","reducere primele abonamente"
"822181","reducere primele bilete"
"822262","reducere pana pe 23 aprilie 2026"
"822263","reducere pana pe 23 aprilie 2026"
"822272","reducere pana pe 23 aprilie 2026"
"822596","reducere primele bilete"
"822620","reducere primele bilete"
"822629","reducere primele bilete"
"823438","acest bilet Nu asigura loc la masa"
"823996","Reducere primele bilete"
"824246","reducere primele bilete"
"825873","la acces se prezinta act doveditor"
"825878","reducere primele bilete"
"826015","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"826040","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"826647","reducere primele abonamente"
"826652","Include: lounge dedicat, tur backstage, cocktail bar, selecție de băuturi premium, cafea de specialitate, after party exclusiv, intrare separată și parcare dedicată."
"826872","reducere primele bilete"
"826950","reducere pana pe 08.03.26"
"826952","reducere pana pe 08.03.26"
"826956","reducere pana pe 08.03.26"
"826990","Reducere primele bilete"
"827393","Reducere primele bilete"
"827397","Se adauga in cos multiplu de 10 "
"827594","reducere pana pe 15.03.26"
"827599","reducere pana pe 15.03.26"
"827601","reducere pana pe 15.03.26"
"827976","reducere pana pe 24 martie 2026"
"827982","reducere pana pe 24 martie 2026"
"827983","reducere pana pe 24 martie 2026"
"828094","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"828096","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"828102","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"828104","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"828203","Include: lounge dedicat, tur backstage, cocktail bar, selecție de băuturi premium, cafea de specialitate, after party exclusiv, intrare separată și parcare dedicată."
"828218","atentie necesita Camping Pass pentru fiecare persoana"
"828219","atentie necesita Camping Pass pentru fiecare persoana"
"828220","atentie necesita Camping Pass pentru fiecare persoana"
"828221","atentie necesita Camping Pass pentru fiecare persoana"
"828222","atentie necesita Camping Pass pentru fiecare persoana"
"828494","Reducere primele bilete"
"829020","reducere primele bilete"
"829021","reducere primele bilete"
"829023","reducere primele bilete"
"829024","reducere primele bilete"
"829025","reducere primele bilete"
"829026","reducere primele bilete"
"829027","reducere primele bilete"
"829028","reducere primele bilete"
"829095","reducere primele bilete"
"829685","cu loc la masa"
"829691","cu loc la masa"
"829744","reducere primele bilete"
"829904","reducere primele bilete"
"830410","acces la spectacol+petrecere"
"830418","acces la spectacol+petrecere"
"830425","acces la spectacol+petrecere"
"831356","la acces se prezinta act doveditor"
"831421","reducere primele bilete"
"831677","include 1 pahar spumant"
"831685","2 Bilete + Vin / Spumant din Cramele Proprii + Desert Pretul afisat este pentru un singur bilet."
"831738","include 1 pahar spumant"
"831746","2 Bilete + Vin / Spumant din Cramele Proprii + Desert Pretul afisat este pentru un singur bilet."
"831752","2 Bilete + Vin / Spumant din Cramele Proprii + Desert Pretul afisat este pentru un singur bilet."
"832792","reducere pana pe 14.04.26"
"832795","reducere pana pe 14.04.26"
"832800","reducere pana pe 14.04.26"
"832965","Pentru tineri cu varsta de pana la 18 ani!"
"832981","reducere primele bilete"
"833039","reducere primele bilete"
"833146","redus pana miercuri 01.04.26"
"833680","la acces se prezinta act doveditor"
"833687","reducere valabila in zilele 6, 7 si 8 martie"
"833777","reducere primele bilete"
"834807","reducere primele bilete"
"835019","acces la spectacol+petrecere"
"835113","acces la spectacol+petrecere"
"835161","acces la spectacol+petrecere"
"835908","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"835935","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"836668","reducere primele bilete"
"836965","Reducere primele bilete"
"837121","reducere primele bilete"
"839225"," reducere pana pe 15.03.26"
"839226","  pe baza carnetul de elev/student vizat pentru anul in curs"
"839520","reducere primele abonamente"
"839533","reducere pana 01.07.26"
"839698","Include: acces + 1🍷 Prosecco + DJ & MC entertainment + experiența Suspecți la Brunch"
"839703","Include: acces + 1🍷 Prosecco + DJ & MC entertainment + experiența Suspecți la Brunch"
"840458","Include: 1🍷 Prosecco si experiența jocului"
"840469","Include: 1🍷 Prosecco si experiența jocului"
"840470","Include: 1🍷 Prosecco si experiența jocului"
"840474","Include: 1🍷 Prosecco si experiența jocului"
"841459","reducere primele bilete"
"841467","reducere primele bilete"
"841500","reducere primele bilete"
"841870","reducere pana pe 31.03.26"
"842911","Se prezintă actul doveditor la acces"
"842912","reducere primele bilete"
"842914","Se prezintă actul doveditor la acces"
"842917","reducere primele bilete"
"842983","Se prezintă actul doveditor la acces"
"842985","reducere primele bilete"
"842991","Se prezintă actul doveditor la acces"
"842992","reducere primele bilete"
"843065","Se prezintă actul doveditor la acces"
"843066","reducere primele bilete"
"843071","Se prezintă actul doveditor la acces"
"843074","reducere primele bilete"
"843081","Se prezintă actul doveditor la acces"
"843083","reducere primele bilete"
"843085","Se prezintă actul doveditor la acces"
"843086","reducere primele bilete"
"843437","acces la spectacol+petrecere"
"843471","acces la spectacol+petrecere"
"843503","acces la spectacol+petrecere"
"843540","2 Bilete + Vin / Spumant din Cramele Proprii + Desert Pretul afisat este pentru un singur bilet."
"843566","2 Bilete + Vin / Spumant din Cramele Proprii + Desert Pretul afisat este pentru un singur bilet."
"843591","2 Bilete + Vin / Spumant din Cramele Proprii + Desert Pretul afisat este pentru un singur bilet."
"843679","reducere primele bilete"
"844298","reducere primele bilete"
"844459","reducere primele bilete"
"844941","Include: 1🍷 Prosecco + cina si cursul de automachiaj"
"844994","reducere primele bilete"
"844998","adauga in cos multiplu de 2"
"845365","6 bilete la pret de 5"
"845397","Oferta 1+1 FREE: adauga in cos multiplu de 2"
"845727","Include: 1🍷 Prosecco * experiența jocului și petrecerea"
"845728","Include: 1🍷 Prosecco * experiența jocului și petrecerea"
"845746","6 bilete la pret de 5"
"845788","2 Bilete + Vin / Spumant din Cramele Proprii + Desert Pretul afisat este pentru un singur bilet."
"845799","2 Bilete + Vin / Spumant din Cramele Proprii + Desert Pretul afisat este pentru un singur bilet."
"846357","reducere pana pe 15.04.26"
"846408","reducere pana pe 22.04.26"
"846457","reducere pana pe 29.04.26"
"846466","reducere pana pe 13.05.26"
"846496","reducere pana pe 27.05.26"
"846532","reducere pana pe 29.04.26"
"846546","reducere pana pe 20.05.26"
"846557","reducere pana pe 27.05.26"
"846567","reducere pana pe 06.05.26"
"846826","reducere primele bilete"
"846850","reducere primele bilete"
"848258","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"848502","reducere primele bilete"
"848536","reducere pana pe 01.06.2026"
"848547","reducere pana pe 01.06.2026"
"848838","reducere pana pe 25.03.26"
"848892","2 Bilete + Vin / Spumant din Cramele Proprii + Desert. Pretul afisat este pentru un singur bilet."
"849290","Include: acces + 1🍷 Prosecco + DJ & MC entertainment + experiența Suspecți la Brunch"
"849302","Include: acces + 1🍷 Prosecco + DJ & MC entertainment + experiența Suspecți la Brunch"
"850061","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"850164","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"850169","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"850217","Pretul afisat este pentru un singur bilet si este valabil pentru achizitia a minim 4 bilete."
"850796","asigura loc la masa"
"850800","asigura loc la masa"
"850801","fara loc la masa"
"851373","Oferta 1+1 :adauga in cos multiplu de 2"
"851513","reducere pana la 11.04.26"
"851542","reducere pana la 30.04.26"
