"wp_event_id","name","wp_slug","post_status","created_at","organizer_wp_user_id","starts_at","ends_at","location","image_url","ticket_terms","description","duration_type","organizer_email"
"855953","Concert Bucovina @RUTA 23","bucovina-ruta-23-855953","publish","2026-04-04 20:56:55","0","2026-05-08 19:00","2026-05-08 22:00","Ruta 23, Mamaia, Constanta",,,,"single_day",
"855959","Ciornă automată",,"auto-draft","2026-04-04 20:37:29","0",,,,,,,"single_day",
"856387","We Are The Undergound GOTHIC +TAINE + GRIMEGOD @Brasov","gothic-taine-grimegod-brasov-856387","publish","2026-04-06 09:46:18","0","2026-05-30 20:00","2026-05-30 23:00","Rockstadt, Brasov",,,,"single_day",
"856427","Magicianul Petruchio @Teatrul Amzei","magicianul-petruchio-teatrul-amzei-856427","publish","2026-04-06 10:50:48","0","2026-04-19 10:00","2026-04-19 11:00","Teatrul Amzei, Bucuresti",,,,"single_day",
"856551","O Fetita Curajoasa @Teatrul Amzei","o-fetita-curajoasa-teatrul-amzei-856551","publish","2026-04-06 11:20:11","0","2026-05-30 10:00","2026-05-30 10:45","Teatrul Amzei, Bucuresti",,,,"single_day",
"856571","Doi soricei cocheti @Teatrul Amzei","doi-soricei-cocheti-teatrul-amzei-856571","publish","2026-04-06 11:25:10","0","2026-05-30 11:30","2026-05-30 12:15","Teatrul Amzei, Bucuresti",,,,"single_day",
"856605","O cina cu bucluc @Teatrul Amzei","o-cina-cu-bucluc-teatrul-amzei-856605","publish","2026-04-06 12:02:44","0","2026-05-24 20:00","2026-05-24 21:15","Teatrul Amzei, Bucuresti",,,,"single_day",
"856617","Calugarita feminista si misoginul modernist @ Teatrul Amzei Bucuresti","calugarita-feminista-si-misoginul-modernist-teatrul-amzei-856617","publish","2026-04-06 12:07:26","0","2026-05-29 18:30","2026-05-29 20:00","Teatrul Amzei, Bucuresti",,,,"single_day",
"856775","Irina Sârbu & Sorin Zlat Trio @Buzău","irina-sarbu-sorin-zlat-trio-buzau-856775","publish","2026-04-06 15:53:34","0","2026-04-17 19:00","2026-04-17 22:00","DACIA Romanian Dining/str. Colonel Ion Buzoianu 9, Buzau",,,,"single_day",
"856794","Festival Folk S'aline Cacica","festival-folk-saline-cacica-856794","publish","2026-04-06 17:33:57","0","2026-06-27 12:00","2026-06-28 22:00","Salina Cacica, jud.Suceava",,,,"single_day",
"856874","Concert Aephanemer @Machines Venue","aephanemer-machines-venue","publish","2026-04-06 19:21:52","0","2026-11-17 20:00","2026-11-17 23:00","Machines Venue, Cluj Napoca",,,,"single_day",
"856879","Concert Aephanemer @Quantic","concert-aephanemer-quantic","publish","2026-04-06 19:33:07","0","2026-11-18 20:00","2026-11-18 22:00","Quantic, Bucuresti",,,,"single_day",
"857286","Pregătiri de Paște cu Rica Iepurica @ Restaurant Hanu’ lui Manuc","pregatiri-de-paste-cu-rica-iepurica-restaurant-hanu-lui-manuc-857286","publish","2026-04-07 18:02:25","0","2026-04-10 11:00","2026-04-10 11:45","Hanu’ lui Manuc, București",,,,"single_day",
"857491","PREMIERA Peter Pan - by Qfeel ora 10@Sala Luceafărul","peter-pan-qfeel-ora-10-sala-luceafarul-857491","publish","2026-04-08 13:01:07","0","2026-05-09 10:00","2026-05-09 11:00","Sala Luceafarul, Bucuresti",,,,"single_day",
"857542","PREMIERA Secretul Prințesei - by Qfeel @Sala Luceafărul","secretul-printesei-qfeel-sala-luceafarul-857542","publish","2026-04-08 13:03:33","0","2026-04-26 12:00","2026-04-26 12:55","Sala Luceafarul, Bucuresti",,,,"single_day",
"857587","PREMIERA Peter Pan - by Qfeel ora 12@Sala Luceafărul","peter-pan-qfeel-ora-12-sala-luceafarul-857587","publish","2026-04-08 13:01:14","0","2026-05-09 12:00","2026-05-09 12:55","Sala Luceafarul, Bucuresti",,,,"single_day",
