"wp_order_id","order_status","coupon_codes","discount_amount","order_total"
"620964","wc-completed","qfeel50","50","56.00"
"620879","wc-completed","qfeel50","75","84.00"
"620825","wc-completed","qfeel50","75","84.00"
"620817","wc-completed","qfeel50","100","112.00"
"620577","wc-completed","qfeel50","60","67.50"
"620426","wc-completed","qfeel50","100","112.00"
"620267","wc-completed","qfeel50","175","196.00"
"620021","wc-completed","qfeel25","25","81.00"
"619829","wc-completed","qfeel50","60","67.50"
"619777","wc-completed","qfeel50","225","252.00"
"619721","wc-completed","qfeel50","175","196.00"
"619589","wc-completed","qfeel50","100","112.00"
"619563","wc-completed","qfeel25","25","81.00"
"619510","wc-completed","qfeel50","40","45.00"
"619481","wc-completed","qfeel50","50","56.00"
"619462","wc-cancelled","qfeel50","50","56.00"
"619230","wc-completed","123#qfeel","320","0.00"
"619189","wc-completed","123#qfeel","160","0.00"
"619166","wc-completed","qfeel50","80","90.00"
"619154","wc-cancelled","qfeel50","80","90.00"
"619137","wc-cancelled","qfeel50","50","56.00"
"619061","wc-completed","123#qfeel","100","0.00"
"619026","wc-completed","qfeel50","40","45.00"
"619011","wc-completed","qfeel50","60","67.50"
"618886","wc-completed","qfeel50","75","84.00"
"618876","wc-completed","qfeel50","50","56.00"
"618427","wc-completed","qfeel50","40","45.00"
"618404","wc-completed","qfeel50","75","84.00"
"618337","wc-completed","123#qfeel","360","0.00"
"618320","wc-completed","qfeel50","50","56.00"
"618284","wc-completed","qfeel50","75","84.00"
"618263","wc-completed","qfeel50","100","112.00"
"618257","wc-completed","qfeel50","50","56.00"
"618247","wc-completed","qfeel25","50","162.00"
"618233","wc-completed","qfeel50","75","84.00"
"618204","wc-completed","hamlet50","75","84.00"
"618193","wc-cancelled","qfeel50","100","112.00"
"618085","wc-completed","qfeel50","100","112.50"
"618079","wc-completed","qfeel50","75","84.00"
"618055","wc-completed","123#qfeel","80","0.00"
"618022","wc-completed","qfeel50","75","84.00"
"618014","wc-completed","qfeel50","100","112.00"
"617969","wc-completed","qfeel50","100","112.50"
"617934","wc-completed","qfeel50","50","56.00"
"617871","wc-completed","qfeel50","50","56.00"
"617853","wc-completed","qfeel50","75","84.00"
"617834","wc-completed","qfeel50","50","56.00"
"617829","wc-completed","qfeel50","40","45.00"
"617822","wc-completed","qfeel50","75","84.00"
"617816","wc-completed","qfeel50","25","28.00"
"617812","wc-completed","qfeel50","75","84.00"
"617809","wc-completed","qfeel50","50","56.00"
"616892","wc-completed","123#qfeel","1600","0.00"
"616343","wc-completed","qfeel25","25","81.00"
"616276","wc-completed","hamlet50","75","84.00"
"616203","wc-completed","qfeel25","37.5","121.50"
"615143","wc-completed","arcub25","37.5","121.50"
"614671","wc-completed","qfeel50","25","28.00"
"614547","wc-completed","qfeel25","25","81.00"
"614157","wc-completed","qfeel50","75","84.00"
"614072","wc-completed","ipa50","350","392.00"
"614003","wc-completed","qfeel25","25","81.00"
"613965","wc-cancelled","qfeel50","75","84.00"
"613950","wc-completed","qfeel50","50","56.00"
"613908","wc-completed","ipa50","350","392.00"
"613637","wc-completed","123wvmg!@#","2720","0.00"
"613532","wc-completed","qfeel50","75","84.00"
"613503","wc-completed","qfeel50","75","84.00"
"613317","wc-completed","ipa50","175","196.00"
"611251","wc-processing","ecotron100","150","0.00"
"610961","wc-completed","rocksilibertate","162","693.00"
"610671","wc-completed","qfeel50","40","45.00"
"610417","wc-completed","rocksilibertate","96","408.50"
"607764","wc-completed","qfeel50","250","280.00"
"606291","wc-completed","qfeel50","40","45.00"
"606225","wc-cancelled","qfeel50","40","45.00"
"606099","wc-completed","qfeel50","60","67.50"
"606065","wc-completed","qfeel50","60","67.50"
"604969","wc-completed","qfeel50","140","157.50"
"603690","wc-completed","qfeel50","140","157.50"
"602673","wc-completed","qfeel50","40","45.00"
"602487","wc-completed","qfeel50","20","22.50"
"602418","wc-completed","qfeel50","60","67.50"
"602407","wc-completed","qfeel50","40","45.00"
"602401","wc-completed","qfeel50","40","45.00"
"602398","wc-completed","qfeel50","40","45.00"
"602386","wc-completed","qfeel50","80","90.00"
"602383","wc-completed","qfeel50","40","45.00"
"602377","wc-completed","qfeel50","100","112.50"
"602365","wc-completed","qfeel50","60","67.50"
"599824","wc-processing","improfree","30","0.00"
"598042","wc-completed","qfeel50","40","45.00"
"597758","wc-completed","qfeel50","40","45.00"
"597737","wc-cancelled","qfeel50","40","45.00"
"597389","wc-completed","qfeel50","80","90.00"
"596951","wc-completed","qfeel50","120","135.00"
"594731","wc-completed","qfeel50","175","196.00"
"594593","wc-completed","qfeel50","75","84.00"
"594579","wc-completed","qfeel50","100","112.00"
"593200","wc-completed","qfeel50","50","56.00"
"592771","wc-completed","qfeel50","80","90.00"
"591977","wc-completed","qfeel50","75","84.00"
"591966","wc-failed","qfeel50","75","84.00"
"591051","wc-completed","qfeel50","100","112.50"
"587694","wc-completed","qfeel50","40","45.00"
"587588","wc-completed","qfeel50","60","67.50"
"587581","wc-cancelled","qfeel50","60","67.50"
"587574","wc-completed","qfeel50","40","45.00"
"587531","wc-completed","qfeel50","75","84.00"
"587478","wc-completed","qfeel50","75","84.00"
"587337","wc-completed","qfeel50","60","67.50"
"587319","wc-completed","qfeel50","60","67.50"
"586942","wc-completed","qfeel50","80","90.00"
"586891","wc-completed","qfeel50","60","67.50"
"586874","wc-completed","qfeel50","80","90.00"
"586769","wc-completed","qfeel50","40","45.00"
"586716","wc-completed","qfeel50","80","90.00"
"586697","wc-completed","qfeel50","140","157.50"
"586686","wc-cancelled","qfeel50","160","180.00"
"586499","wc-completed","qfeel50","120","135.00"
"586467","wc-completed","qfeel50","200","224.00"
"586414","wc-completed","qfeel50","25","28.00"
"586369","wc-completed","qfeel50","40","45.00"
"586115","wc-completed","qfeel50","40","45.00"
"586072","wc-completed","qfeel50","75","84.00"
"586026","wc-cancelled","123#qfeel","50","0.00"
"585978","wc-completed","qfeel50","60","67.50"
"585841","wc-completed","qfeel50","50","56.00"
"585811","wc-completed","qfeel50","50","56.00"
"585808","wc-completed","qfeel50","50","56.00"
"585800","wc-cancelled","qfeel50","60","67.50"
"585664","wc-completed","qfeel50","150","168.00"
"585356","wc-completed","qfeel50","60","67.50"
"585336","wc-completed","qfeel50","40","45.00"
"585325","wc-completed","qfeel50","60","67.50"
"585113","wc-cancelled","qfeel50","40","45.00"
"585085","wc-completed","qfeel50","75","84.00"
"585037","wc-completed","qfeel50","50","56.00"
"585030","wc-completed","qfeel50","50","56.00"
"584598","wc-completed","qfeel50","75","84.00"
"584501","wc-completed","qfeel50","25","28.00"
"583859","wc-completed","qfeel50","75","84.00"
"583818","wc-completed","qfeel50","150","168.00"
"583798","wc-completed","qfeel50","50","56.00"
"583792","wc-completed","qfeel50","125","140.00"
"583737","wc-completed","qfeel50","50","56.00"
"583654","wc-completed","qfeel50","40","45.00"
"583595","wc-completed","qfeel50","40","45.00"
"583585","wc-completed","qfeel50","80","90.00"
"583575","wc-completed","qfeel50","40","45.00"
"583423","wc-completed","qfeel50","80","90.00"
"583382","wc-completed","qfeel50","75","84.00"
"583283","wc-completed","qfeel50","50","56.00"
"583268","wc-completed","qfeel50","75","84.00"
"583241","wc-completed","qfeel50","50","56.00"
"583236","wc-completed","qfeel50","80","90.00"
"583145","wc-completed","qfeel50","150","168.00"
"583114","wc-completed","qfeel50","50","56.00"
"583061","wc-completed","qfeel50","80","90.00"
"583051","wc-completed","qfeel50","25","28.00"
"583018","wc-completed","qfeel50","100","112.00"
"583007","wc-completed","qfeel50","50","56.00"
"582997","wc-completed","qfeel50","50","56.00"
"582917","wc-completed","qfeel50","50","56.00"
"582885","wc-completed","qfeel50","50","56.00"
"582857","wc-completed","qfeel50","75","84.00"
"582845","wc-completed","qfeel50","75","84.00"
"582834","wc-completed","qfeel50","50","56.00"
"582823","wc-completed","qfeel50","100","112.00"
"582781","wc-completed","qfeel50","75","84.00"
"582741","wc-completed","qfeel50","50","56.00"
"582694","wc-completed","qfeel50","40","45.00"
"582663","wc-completed","qfeel50","60","67.50"
"582590","wc-completed","qfeel50","100","112.00"
"582481","wc-completed","qfeel50","75","84.00"
"582441","wc-completed","qfeel50","50","56.00"
"582311","wc-completed","qfeel50","50","56.00"
"582293","wc-completed","qfeel50","140","157.50"
"582203","wc-completed","qfeel50","100","112.00"
"582196","wc-completed","qfeel50","120","135.00"
"582186","wc-cancelled","qfeel50","60","67.50"
"582156","wc-completed","qfeel50","100","112.00"
"582145","wc-completed","qfeel50","50","56.00"
"582125","wc-completed","qfeel50","100","112.50"
"582021","wc-completed","qfeel50","60","67.50"
"582011","wc-completed","qfeel50","75","84.00"
"582001","wc-completed","qfeel50","75","84.00"
"581973","wc-completed","qfeel50","75","84.00"
"581957","wc-completed","qfeel50","100","112.00"
"581932","wc-completed","qfeel50","50","56.00"
"581918","wc-completed","qfeel50","75","84.00"
"581830","wc-completed","qfeel50","50","56.00"
"581507","wc-completed","qfeel50","25","28.00"
"581104","wc-completed","qfeel50","100","112.00"
"580257","wc-completed","qfeel50","50","56.00"
"580249","wc-completed","qfeel50","175","196.00"
"580184","wc-cancelled","qfeel50","175","196.00"
"580126","wc-cancelled","qfeel50","175","196.00"
"580023","wc-cancelled","qfeel50","50","56.00"
"580005","wc-cancelled","qfeel50","40","45.00"
"579717","wc-completed","qfeel50","120","135.00"
"579354","wc-completed","qfeel50","80","90.00"
"579323","wc-completed","qfeel50","50","56.00"
"579294","wc-completed","qfeel50","40","45.00"
"579289","wc-completed","qfeel50","20","22.50"
"579282","wc-completed","qfeel50","40","45.00"
"579272","wc-completed","qfeel50","40","45.00"
"579250","wc-completed","qfeel50","40","45.00"
"579246","wc-completed","qfeel50","60","67.50"
"579244","wc-completed","qfeel50","20","22.50"
"579241","wc-completed","qfeel50","50","56.00"
"579211","wc-completed","qfeel50","40","45.00"
"579208","wc-completed","qfeel50","50","56.00"
"579201","wc-completed","qfeel50","150","168.00"
"579165","wc-completed","qfeel50","40","45.00"
"579151","wc-completed","qfeel50","50","56.00"
"579148","wc-completed","qfeel50","40","45.00"
"578994","wc-completed","qfeel50","40","45.00"
"578984","wc-completed","qfeel50","60","67.50"
"578950","wc-completed","qfeel50","100","112.00"
"578932","wc-completed","qfeel50","40","45.00"
"578909","wc-completed","qfeel50","75","84.00"
"578892","wc-cancelled","123#qfeel","80","0.00"
"578885","wc-completed","qfeel50","150","168.00"
"578882","wc-cancelled","123#qfeel","80","0.00"
"578877","wc-cancelled","123#qfeel","80","0.00"
"578847","wc-completed","qfeel50","20","22.50"
"578806","wc-completed","qfeel50","150","168.00"
"578782","wc-completed","qfeel50","60","67.50"
"578778","wc-failed","qfeel50","60","67.50"
"578774","wc-failed","qfeel50","60","67.50"
"578766","wc-failed","qfeel50","60","67.50"
"578762","wc-failed","qfeel50","60","67.50"
"578750","wc-completed","qfeel50","60","67.50"
"578704","wc-completed","qfeel50","40","45.00"
"578663","wc-completed","qfeel50","80","90.00"
"578611","wc-completed","123#qfeel","320","0.00"
"578608","wc-completed","qfeel50","50","56.00"
"578506","wc-cancelled","123#qfeel","120","0.00"
"578373","wc-completed","qfeel50","40","45.00"
"578344","wc-completed","qfeel50","125","140.00"
"578308","wc-cancelled","qfeel50","125","140.00"
"578230","wc-completed","123#qfeel","1040","0.00"
"578080","wc-completed","qfeel50","80","90.00"
"577400","wc-completed","qfeel50","100","112.00"
"577115","wc-completed","qfeel50","80","90.00"
"577071","wc-completed","qfeel50","75","84.00"
"576913","wc-cancelled","qfeel50","80","90.00"
"576888","wc-completed","qfeel50","40","45.00"
"576838","wc-completed","qfeel50","40","45.00"
"576818","wc-completed","qfeel50","75","84.00"
"576749","wc-completed","qfeel50","125","140.00"
"576677","wc-completed","qfeel50","75","84.00"
"576585","wc-completed","qfeel50","50","56.00"
"576362","wc-completed","qfeel50","60","67.50"
"576332","wc-completed","qfeel50","80","90.00"
"575744","wc-completed","qfeel50","40","45.00"
"575731","wc-completed","qfeel50","40","45.00"
"575728","wc-failed","qfeel50","40","45.00"
"575711","wc-completed","qfeel50","50","56.00"
"575702","wc-completed","qfeel50","75","84.00"
"575612","wc-completed","qfeel50","60","67.50"
"575262","wc-completed","qfeel50","80","90.00"
"575249","wc-completed","qfeel50","80","90.00"
"575221","wc-completed","qfeel50","100","112.00"
"575113","wc-completed","qfeel50","50","56.00"
"575099","wc-completed","qfeel50","40","45.00"
"575059","wc-completed","qfeel50","40","45.00"
"575033","wc-completed","qfeel50","40","45.00"
"574994","wc-completed","qfeel50","60","67.50"
"574897","wc-completed","qfeel50","40","45.00"
"574771","wc-completed","qfeel50","75","84.00"
"574736","wc-completed","qfeel50","80","90.00"
"574731","wc-completed","qfeel50","80","90.00"
"574703","wc-completed","qfeel50","75","84.00"
"574696","wc-completed","qfeel50","60","67.50"
"574692","wc-completed","qfeel50","75","84.00"
"574679","wc-completed","qfeel50","20","22.50"
"574675","wc-failed","qfeel50","75","84.00"
"574666","wc-cancelled","qfeel50","75","84.00"
"574644","wc-cancelled","qfeel50","50","56.00"
"574618","wc-completed","qfeel50","40","45.00"
"574555","wc-completed","qfeel50","40","45.00"
"574516","wc-completed","qfeel50","40","45.00"
"574402","wc-completed","qfeel50","60","67.50"
"574394","wc-cancelled","qfeel50","60","67.50"
"574390","wc-cancelled","qfeel50","60","67.50"
"574368","wc-completed","qfeel50","60","67.50"
"574321","wc-completed","qfeel50","60","67.50"
"574316","wc-completed","qfeel50","40","45.00"
"574284","wc-completed","qfeel50","80","90.00"
"574273","wc-completed","qfeel50","80","90.00"
"574222","wc-completed","qfeel50","40","45.00"
"574214","wc-completed","qfeel50","40","45.00"
"574211","wc-completed","qfeel50","40","45.00"
"574208","wc-completed","qfeel50","40","45.00"
"574205","wc-cancelled","qfeel50","40","45.00"
"574148","wc-failed","qfeel50","40","45.00"
"574139","wc-completed","qfeel50","60","67.50"
"574082","wc-completed","qfeel50","100","112.00"
"574056","wc-completed","qfeel50","40","45.00"
"574048","wc-completed","qfeel50","40","45.00"
"574027","wc-completed","qfeel50","60","67.50"
"574024","wc-completed","qfeel50","50","56.00"
"573994","wc-completed","qfeel50","100","112.50"
"573926","wc-cancelled","qfeel50","40","45.00"
"573913","wc-completed","qfeel50","60","67.50"
"573905","wc-completed","qfeel50","80","90.00"
"573893","wc-cancelled","qfeel50","40","45.00"
"573880","wc-completed","qfeel50","60","67.50"
"573869","wc-completed","qfeel50","40","45.00"
"573854","wc-completed","qfeel50","40","45.00"
"573847","wc-completed","qfeel50","80","90.00"
"573836","wc-completed","qfeel50","80","90.00"
"573825","wc-completed","qfeel50","80","90.00"
"573820","wc-completed","qfeel50","80","90.00"
"573767","wc-completed","qfeel50","40","45.00"
"573717","wc-completed","qfeel50","80","90.00"
"573705","wc-failed","qfeel50","80","90.00"
"573676","wc-completed","qfeel50","60","67.50"
"573627","wc-completed","qfeel50","75","84.00"
"573592","wc-completed","qfeel50","100","112.00"
"573489","wc-completed","qfeel50","50","56.00"
"573464","wc-completed","qfeel50","50","56.00"
"573460","wc-completed","qfeel50","60","67.50"
"573455","wc-completed","qfeel50","80","90.00"
"573438","wc-completed","ion","146.25","473.85"
"573354","wc-completed","qfeel50","50","56.00"
"573346","wc-cancelled","qfeel50","50","56.00"
"573337","wc-failed","qfeel50","50","56.00"
"573246","wc-completed","qfeel50","40","45.00"
"573238","wc-completed","qfeel50","100","112.00"
"573192","wc-completed","qfeel50","40","45.00"
"573185","wc-completed","qfeel50","40","45.00"
"573176","wc-completed","qfeel50","40","45.00"
"573172","wc-completed","qfeel50","60","67.50"
"573138","wc-completed","ion","32.5","105.30"
"573109","wc-completed","qfeel50","50","56.00"
"573075","wc-completed","qfeel50","50","56.00"
"573037","wc-completed","qfeel50","50","56.00"
"572978","wc-completed","ion","32.5","105.30"
"572967","wc-completed","qfeel50","40","45.00"
"572964","wc-cancelled","qfeel50","40","45.00"
"572944","wc-cancelled","ion","32.5","105.30"
"572874","wc-completed","qfeel50","140","157.50"
"572865","wc-completed","qfeel50","40","45.00"
"572839","wc-completed","qfeel50","40","45.00"
"572810","wc-completed","qfeel50","50","56.00"
"572767","wc-completed","qfeel50","50","56.00"
"572738","wc-cancelled","qfeel50","40","45.00"
"572704","wc-completed","qfeel50","40","45.00"
"572651","wc-completed","qfeel50","40","45.00"
"572616","wc-cancelled","qfeel50","50","56.00"
"572611","wc-completed","qfeel50","80","90.00"
"572607","wc-completed","qfeel50","75","84.00"
"572596","wc-completed","qfeel50","50","56.00"
"572570","wc-completed","qfeel50","100","112.00"
"567236","wc-completed","qfeel50friends","85","95.20"
"566927","wc-completed","grimus6","29.5","33.04"
"566923","wc-cancelled","grimus6","29.5","33.04"
"566912","wc-cancelled","grimus6","29.5","33.04"
"566826","wc-completed","grimus6","59","66.08"
"566622","wc-completed","grimus6","59","66.08"
"566620","wc-completed","grimus6","29.5","33.04"
"566591","wc-completed","grimus6","59","66.08"
"566582","wc-completed","grimus6","59","66.08"
"566579","wc-failed","grimus6","59","66.08"
"566559","wc-failed","grimus6","59","66.08"
"566454","wc-completed","grimus6","59","66.08"
"566308","wc-completed","grimus6","29.5","33.04"
"566238","wc-completed","grimus6","29.5","33.04"
"566235","wc-completed","grimus6","59","66.08"
"566137","wc-completed","qfeel50friends","170","190.40"
"566133","wc-completed","grimus6","29.5","33.04"
"566122","wc-completed","grimus6","29.5","33.04"
"566114","wc-completed","grimus6","29.5","33.04"
"566109","wc-completed","grimus6","29.5","33.04"
"566107","wc-completed","grimus6","29.5","33.04"
"566105","wc-completed","grimus6","29.5","33.04"
"566099","wc-completed","grimus6","29.5","33.04"
"566082","wc-completed","grimus6","29.5","33.04"
"566051","wc-completed","grimus6","29.5","33.04"
"566042","wc-completed","grimus6","29.5","33.04"
"566040","wc-completed","grimus6","29.5","33.04"
"565968","wc-cancelled","grimus6","29.5","33.04"
"565939","wc-completed","grimus6","29.5","33.04"
"565934","wc-completed","grimus6","29.5","33.04"
"565929","wc-completed","grimus6","29.5","33.04"
"565927","wc-completed","grimus6","29.5","33.04"
"565910","wc-completed","grimus6","29.5","33.04"
"565530","wc-completed","grimus6","59","66.08"
"565425","wc-completed","grimus6","59","66.08"
"565389","wc-completed","grimus6","29.5","33.04"
"565345","wc-completed","grimus6","29.5","33.04"
"565252","wc-completed","qfeel50friends","85","95.20"
"565242","wc-completed","grimus6","29.5","33.04"
"565175","wc-completed","grimus6","29.5","33.04"
"565151","wc-completed","grimus6","59","66.08"
"564462","wc-completed","grimus6","29.5","33.04"
"564087","wc-completed","grimus6","29.5","33.04"
"563952","wc-completed","grimus6","29.5","33.04"
"563425","wc-completed","grimus6","29.5","33.04"
"563420","wc-completed","grimus6","29.5","33.04"
"563402","wc-completed","grimus6","29.5","33.04"
"562178","wc-completed","zya50red","50","56.00"
"562176","wc-failed","zya50red","50","56.00"
"559311","wc-completed","qfeel50friends","85","95.20"
"558857","wc-completed","qfeel50friends","85","95.20"
"558450","wc-completed","qfeel50friends","85","95.20"
"558448","wc-failed","qfeel50friends","85","95.20"
"558444","wc-completed","qfeel50friends","85","95.20"
"558442","wc-failed","qfeel50friends","85","95.20"
"556815","wc-completed","qfeel50friends","85","95.20"
"556813","wc-completed","qfeel50friends","85","95.20"
"556811","wc-cancelled","qfeel50friends","85","95.20"
"556660","wc-completed","qfeel50friends","85","95.20"
"556596","wc-completed","qfeel50friends","85","95.20"
"556586","wc-completed","qfeel50friends","85","95.20"
"549613","wc-cancelled","manual_discount","700","100.00"
"540943","wc-completed","#ombunred","25","70.00"
"540688","wc-completed","#ombunred","25","117.50"
"540652","wc-completed","#ombunred","50","140.00"
"540640","wc-completed","#ombunred","25","70.00"
"540392","wc-completed","#ombunred","75","210.00"
"540282","wc-completed","#ombunred","50","140.00"
"539710","wc-completed","#ombunred","50","140.00"
"539626","wc-completed","#ombunred","150","420.00"
"538932","wc-completed","#ombunred","25","117.50"
"538651","wc-completed","#ombunred","50","140.00"
"538393","wc-completed","#ombunred","50","140.00"
"537782","wc-completed","#ombunred","50","140.00"
"537127","wc-completed","#ombunred","50","140.00"
"529165","wc-completed","1acces2","2500","0.00"
"527243","wc-completed","123wvmg!@#","1480","0.00"
"527209","wc-completed","123wvmg!@#","1920","0.00"
"527182","wc-completed","123wvmg!@#","1620","0.00"
"527154","wc-completed","123wvmg!@#","1620","0.00"
"508887","wc-completed","bizz33","50","107.50"
"508604","wc-completed","bizz33","100","215.00"
"508264","wc-completed","bizz33","100","215.00"
"508226","wc-completed","bizz33","50","107.50"
"508114","wc-completed","bizz33","50","107.50"
"508075","wc-completed","bizz33","100","215.00"
"507907","wc-completed","bizz33","100","215.00"
"507813","wc-completed","bizz33","100","215.00"
"507670","wc-completed","ics33","50","107.50"
"507534","wc-completed","bizz33","50","107.50"
"507493","wc-completed","bizz33","100","215.00"
"507491","wc-cancelled","bizz33","50","107.50"
"507486","wc-completed","bizz33","100","215.00"
"507478","wc-completed","bizz33","50","107.50"
"507476","wc-completed","bizz33","50","107.50"
"507471","wc-completed","bizz33","100","215.00"
"507262","wc-completed","bizz33","50","107.50"
"504128","wc-completed","volume15zazen","15","38.00"
"504126","wc-completed","volume15zazen","15","38.00"
"503672","wc-cancelled","volume15zazen","15","38.00"
"487343","wc-completed","#reducere","25","54.50"
"484756","wc-completed","expatblues","52.5","315.00"
"482367","wc-completed","expatblues","45","270.00"
"474233","wc-completed","loveurbanblues","45","270.00"
"474183","wc-completed","loveurbanblues","67.5","405.00"
"474119","wc-completed","loveurbanblues","22.5","135.00"
"473970","wc-completed","loveurbanblues","48.75","292.50"
"473663","wc-completed","loveurbanblues","210","1260.00"
"473208","wc-completed","loveurbanblues","67.5","405.00"
"463373","wc-completed","4prieteni","100","530.00"
"463285","wc-completed","4prieteni","200","1060.00"
"463200","wc-completed","4prieteni","50","265.00"
"463157","wc-completed","4prieteni","50","265.00"
"462872","wc-completed","4prieteni","50","265.00"
"462278","wc-completed","4prieteni","50","265.00"
"462243","wc-completed","4prieteni","50","265.00"
"462210","wc-completed","4prieteni","50","265.00"
"462123","wc-completed","4prieteni","100","530.00"
"461935","wc-completed","4prieteni","100","530.00"
"461925","wc-cancelled","4prieteni","100","530.00"
"461777","wc-completed","4prieteni","50","265.00"
"461728","wc-cancelled","4prieteni","100","530.00"
"461670","wc-completed","4prieteni","50","265.00"
"461630","wc-completed","4prieteni","50","265.00"
"461609","wc-completed","4prieteni","50","265.00"
"461607","wc-completed","4prieteni","50","265.00"
"461458","wc-completed","4prieteni","50","265.00"
"461454","wc-completed","4prieteni","50","265.00"
"461440","wc-completed","4prieteni","50","265.00"
"449184","wc-completed","#suntartist","240","268.80"
"449182","wc-completed","#suntartist","40","44.80"
"448986","wc-completed","#suntartist","200","224.00"
"448226","wc-completed","whenviolinmeetsguitar","17","161.50"
"448218","wc-completed","whenviolinmeetsguitar","28.5","270.75"
"447808","wc-completed","whenviolinmeetsguitar","19","180.50"
"447708","wc-completed","whenviolinmeetsguitar","19","180.50"
"447674","wc-completed","whenviolinmeetsguitar","66.5","631.75"
"447669","wc-completed","whenviolinmeetsguitar","17","161.50"
"447639","wc-completed","whenviolinmeetsguitar","32","304.00"
"447611","wc-completed","whenviolinmeetsguitar","34","323.00"
"447580","wc-cancelled","whenviolinmeetsguitar","8","76.00"
"447419","wc-completed","whenviolinmeetsguitar","25.5","242.25"
"447415","wc-completed","whenviolinmeetsguitar","19","180.50"
"447391","wc-completed","whenviolinmeetsguitar","16","152.00"
"447385","wc-completed","whenviolinmeetsguitar","19","180.50"
"447335","wc-cancelled","whenviolinmeetsguitar","17","161.50"
"447287","wc-completed","whenviolinmeetsguitar","19","180.50"
"447243","wc-completed","whenviolinmeetsguitar","17","161.50"
"447182","wc-completed","whenviolinmeetsguitar","17","161.50"
"447172","wc-cancelled","whenviolinmeetsguitar","19","180.50"
"447161","wc-completed","whenviolinmeetsguitar","17","161.50"
"447153","wc-completed","whenviolinmeetsguitar","24","228.00"
"447129","wc-completed","whenviolinmeetsguitar","34","323.00"
"446910","wc-completed","whenviolinmeetsguitar","32","304.00"
"446819","wc-cancelled","whenviolinmeetsguitar","19","180.50"
"446808","wc-completed","whenviolinmeetsguitar","8.5","80.75"
"446745","wc-completed","whenviolinmeetsguitar","24","228.00"
"446660","wc-cancelled","whenviolinmeetsguitar","24","228.00"
"446642","wc-completed","whenviolinmeetsguitar","42.5","403.75"
"446631","wc-cancelled","whenviolinmeetsguitar","24","228.00"
"446608","wc-completed","whenviolinmeetsguitar","16","152.00"
"446268","wc-completed","whenviolinmeetsguitar","32","304.00"
"446178","wc-completed","whenviolinmeetsguitar","24","228.00"
"446121","wc-completed","whenviolinmeetsguitar","17","161.50"
"446073","wc-completed","whenviolinmeetsguitar","19","180.50"
"445939","wc-completed","whenviolinmeetsguitar","16","152.00"
"445896","wc-completed","whenviolinmeetsguitar","16","152.00"
"445873","wc-completed","whenviolinmeetsguitar","40","380.00"
"445819","wc-completed","whenviolinmeetsguitar","16","152.00"
"445781","wc-completed","whenviolinmeetsguitar","25.5","242.25"
"445777","wc-completed","whenviolinmeetsguitar","24","228.00"
"445751","wc-completed","whenviolinmeetsguitar","85.5","812.25"
"445745","wc-completed","whenviolinmeetsguitar","16","152.00"
"445739","wc-completed","whenviolinmeetsguitar","19","180.50"
"445714","wc-completed","whenviolinmeetsguitar","104","988.00"
"445709","wc-completed","whenviolinmeetsguitar","32","304.00"
"445688","wc-completed","whenviolinmeetsguitar","16","152.00"
"445676","wc-completed","whenviolinmeetsguitar","32","304.00"
"445674","wc-completed","whenviolinmeetsguitar","9.5","90.25"
"445644","wc-failed","whenviolinmeetsguitar","32","304.00"
"445610","wc-completed","whenviolinmeetsguitar","25.5","242.25"
"445606","wc-cancelled","whenviolinmeetsguitar","25.5","242.25"
"445586","wc-completed","whenviolinmeetsguitar","32","304.00"
"445578","wc-cancelled","whenviolinmeetsguitar","32","304.00"
"445539","wc-cancelled","whenviolinmeetsguitar","32","304.00"
"445536","wc-completed","whenviolinmeetsguitar","19","180.50"
"445514","wc-completed","whenviolinmeetsguitar","16","152.00"
"445510","wc-completed","whenviolinmeetsguitar","24","228.00"
"445474","wc-completed","whenviolinmeetsguitar","16","152.00"
"445454","wc-completed","whenviolinmeetsguitar","17","161.50"
"445286","wc-completed","whenviolinmeetsguitar","16","152.00"
"445283","wc-failed","whenviolinmeetsguitar","16","152.00"
"434723","wc-completed","metalday","19","81.70"
"434658","wc-completed","romaniaacademic","100","59.00"
"434624","wc-completed","romaniaacademic","100","59.00"
"434567","wc-completed","romaniaacademic","100","59.00"
"434490","wc-completed","romaniaacademic","200","118.00"
"434488","wc-completed","romaniaacademic","100","59.00"
"434066","wc-cancelled","romaniaacademic","100","59.00"
"433953","wc-completed","romaniaacademic","100","59.00"
"433770","wc-completed","romaniaacademic","100","59.00"
"433684","wc-cancelled","romaniaacademic","100","59.00"
"428552","wc-refunded","#reducere","20","59.50"
"428548","wc-completed","ubfprieteni","30","97.20"
"428521","wc-completed","ubfprieteni","30","97.20"
"428492","wc-completed","ubfprieteni","30","129.00"
"428439","wc-completed","ubfprieteni","60","194.40"
"427808","wc-completed","ubfprieteni","30","97.20"
"421838","wc-completed","foreverfolk10","12","114.00"
"421836","wc-cancelled","foreverfolk10","12","114.00"
"421733","wc-failed","agofolk10","12","114.00"
"421570","wc-completed","agofolk10","24","228.00"
"420243","wc-cancelled","manual_discount","200","10.00"
"420238","wc-cancelled","manual_discount","200","10.00"
"418449","wc-cancelled","manual_discount","100","110.00"
"379208","wc-completed","sutalasutalove","50","0.00"
"373266","wc-completed","sutalasutalove","200","0.00"
"373177","wc-completed","sutalasutalove","50","0.00"
"373124","wc-completed","sutalasutalove","50","0.00"
"373011","wc-completed","cnpr","54","136.80"
